Site,Treatment,excavation_date,excavation_sample,species,Individual_ID,length_mm,width_mm,total_wet_weight_g,tissue_dry_weight_g,shell_dry_weight_g,Notes
Deanza,O,5/17/18,Q5,Musculista,73,14.3,7.7,0.1718,0.0146,0.0774,
Deanza,O,5/17/18,Q5,Musculista,74,16.4,9.1,0.2229,0.0157,0.1297,
Deanza,O,5/17/18,Q5,Musculista,75,17.7,9.5,0.329,0.0245,0.1604,
Deanza,O,5/17/18,Q5,Musculista,76,14.6,7.1,0.146,0.0092,0.0715,
Deanza,O,5/17/18,Q5,Musculista,77,17.1,8.3,0.2777,0.0206,0.1228,
Deanza,O,5/17/18,Q5,Musculista,78,18.3,9.3,0.4097,0.038,0.1937,
Deanza,O,5/17/18,Q5,Musculista,79,15.8,8.1,0.2818,0.0225,0.1347,
Deanza,O,5/17/18,Q5,Musculista,80,19.5,9.7,0.4305,0.0384,0.1937,
Deanza,O,5/17/18,Q5,Musculista,81,16.9,8.3,0.2024,0.0148,0.1054,
Deanza,O,5/17/18,Q5,Musculista,82,13.1,7.7,0.141,0.0123,0.0884,
Deanza,O,5/17/18,Q5,Musculista,83,20.5,10.2,0.56,0.0616,0.2553,
Deanza,O,5/17/18,Q5,Musculista,84,16.2,8.2,0.2369,0.0161,0.1226,
Deanza,O,5/17/18,Q5,Musculista,85,15,8.6,0.2079,0.0131,0.1151,
Deanza,O,5/17/18,Q5,Musculista,86,14,8.3,0.14,0.0192,0.0795,
Deanza,O,5/17/18,Q5,Musculista,87,16.1,9.5,0.2657,0.0183,0.1457,
Deanza,O,5/17/18,Q5,Musculista,88,15.7,8.1,0.13,0.0108,0.0966,
Deanza,O,5/17/18,Q5,Musculista,89,20.9,11.7,0.5781,0.058,-0.0227,
Deanza,O,5/17/18,Q5,Musculista,90,18.5,9.2,0.2682,0.0112,0.1564,
Deanza,O,5/17/18,Q5,Musculista,91,17.7,9.6,0.164,0.0079,0.1071,
Deanza,O,5/17/18,Q5,Musculista,92,18.3,9.5,0.2,0.0132,0.1521,
Deanza,O,5/17/18,Q5,Musculista,93,20.2,10.4,0.4572,0.0332,0.2309,
Deanza,O,5/17/18,Q5,Musculista,94,12.2,6.3,0.0882,0.0082,0.0437,
Deanza,O,5/17/18,Q5,Musculista,95,14.6,6.4,0.1524,0.0088,0.0789,
Deanza,O,5/17/18,Q5,Musculista,96,18.3,10.4,0.4,0.0309,0.2219,
Deanza,O,5/17/18,Q5,Musculista,97,15.1,18.9,0.2465,0.0202,0.1057,
Deanza,O,5/17/18,Q5,Musculista,98,13.4,8.2,0.1365,-0.0043,0.0703,
Deanza,O,5/17/18,Q5,Musculista,99,16.3,9.7,0.2806,0.0144,0.1661,
Deanza,O,5/17/18,Q5,Musculista,100,19.3,10,0.4108,-0.0016,0.2203,
Deanza,O,5/17/18,Q5,Musculista,101,12.9,7.4,0.1111,0.0056,0.0605,
Deanza,O,5/17/18,Q5,Musculista,102,11,6.3,0.1,0.0125,0.0729,
Deanza,O,5/17/18,Q5,Musculista,103,15.6,8.4,0.1909,0.0013,0.1075,
Deanza,O,5/17/18,Q5,Musculista,104,12.4,7.5,0.2061,0.0087,0.0547,
Deanza,O,5/17/18,Q5,Musculista,105,16.3,9.9,0.247,0.0189,0.1268,
Deanza,O,5/17/18,Q5,Musculista,106,16.2,9.7,0.2277,0.0115,0.1287,
Deanza,O,5/17/18,Q5,Musculista,107,14.3,7.3,0.1486,0.0111,0.0798,
Deanza,O,5/17/18,Q5,Musculista,108,12.5,7.3,0.1125,0.0085,0.0562,
Deanza,O,5/17/18,Q5,Musculista,109,19.9,9.5,0.3347,0.0217,0.1826,
Deanza,O,5/17/18,Q5,Musculista,110,19.4,11.6,0.3344,0.0195,0.2053,
Deanza,O,5/17/18,Q5,Musculista,111,10.4,6.4,0.0748,0.0054,0.0372,
Deanza,O,5/17/18,Q5,Musculista,112,17.3,9.4,0.3623,0.0263,0.1694,
Deanza,O,5/17/18,Q5,Musculista,113,14.4,8.5,0.2238,0.0225,0.0914,
Deanza,O,5/17/18,Q5,Musculista,114,15.1,8.7,0.2377,0.0082,0.098,
Deanza,O,5/17/18,Q5,Musculista,115,13.3,6.5,0.1158,0.0088,0.0581,
Deanza,O,5/17/18,Q5,Musculista,116,15.3,8.2,0.2071,0.0156,0.1182,
Deanza,O,5/17/18,Q5,Musculista,117,12.6,6.3,0.0783,0.0042,0.0458,
Deanza,O,5/17/18,Q5,Musculista,118,13.3,7.3,0.1082,0.0067,0.0595,
Deanza,O,5/17/18,Q5,Musculista,119,14.6,7.3,0.0767,-0.0063,0.0552,
Deanza,O,5/17/18,Q5,Musculista,120,12.1,6.4,0.0698,0.0027,0.0484,
Deanza,O,5/17/18,Q5,Musculista,121,13.1,7.9,0.1366,0.0073,0.056,
Deanza,O,5/17/18,Q5,Musculista,122,12.4,7.1,0.1231,0.0009,0.052,
Deanza,O,5/17/18,Q5,Musculista,123,16.2,9.5,0.2579,0.0085,0.131,
Deanza,O,5/17/18,Q5,Musculista,124,12.1,7.5,0.1375,0.0068,0.0838,
Deanza,O,5/17/18,Q5,Musculista,125,15.1,8.2,0.2289,0.0195,0.1085,
Deanza,O,5/17/18,Q5,Musculista,126,12.1,6.4,0.0803,0.0055,0.0468,
Deanza,O,5/17/18,Q5,Musculista,127,16.1,9.5,0.171,0.0048,0.1332,
Deanza,O,5/17/18,Q5,Musculista,128,17.2,9.8,0.3594,0.0313,0.1686,
Deanza,O,5/17/18,Q5,Musculista,129,12.2,6.3,0.0914,0.0085,0.0564,
Deanza,O,5/17/18,Q5,Musculista,130,14.9,8.6,0.1833,0.0132,0.0783,
Deanza,O,5/17/18,Q5,Musculista,131,11.6,6.8,0.065,0.0037,0.0505,
Deanza,O,5/17/18,Q5,Musculista,132,14.5,8.6,0.1614,0.0026,0.0802,
Deanza,O,5/17/18,Q5,Musculista,133,11.4,6.6,0.0725,-0.0012,0.0342,
Deanza,O,5/17/18,Q5,Musculista,134,12.2,6.3,0.0977,-0.0036,0.0652,
Deanza,O,5/17/18,Q5,Musculista,135,18.1,9.2,0.3406,0.0269,0.1541,
Deanza,O,5/17/18,Q5,Musculista,136,14.2,8.8,0.1867,0.0051,0.0833,
Deanza,O,5/17/18,Q5,Musculista,137,20.5,10.2,0.538,0.0478,0.2231,
Deanza,O,5/17/18,Q5,Musculista,138,21.4,11.3,0.5527,0.0434,0.2327,
Deanza,O,5/17/18,Q5,Musculista,139,15.5,8.3,0.214,0.0105,0.094,
Deanza,O,5/17/18,Q5,Musculista,140,12.4,6.4,0.1202,0.0075,0.0652,
Deanza,O,5/17/18,Q5,Musculista,141,12.4,6.2,0.1204,0.0038,0.0617,
Deanza,O,5/17/18,Q5,Musculista,142,11.3,6.2,0.0672,0.0027,0.0423,
Deanza,O,5/17/18,Q5,Musculista,143,18.1,9.2,0.2733,0.0074,0.1687,
Deanza,O,5/17/18,Q5,Musculista,144,17.7,9.9,0.3149,0.0223,0.1367,
Deanza,O,5/17/18,Q5,Musculista,145,12.5,6.2,0.0865,-0.0055,0.0535,
Deanza,O,5/17/18,Q5,Musculista,146,17.2,9.4,0.2923,0.0273,0.126,
Deanza,O,5/17/18,Q5,Musculista,147,12.3,7.7,0.1088,0.0003,0.0487,
Deanza,O,5/17/18,Q5,Musculista,148,14.2,7.3,0.2056,0.0157,0.0876,
Deanza,O,5/17/18,Q5,Musculista,149,9.4,5.4,0.0552,0.0038,0.031,
Deanza,O,5/17/18,Q5,Musculista,150,12.6,7,0.0762,0.004,0.0589,
Deanza,O,5/17/18,Q5,Musculista,151,9.4,5,0.0419,-0.0111,0.0219,
Deanza,O,5/17/18,Q5,Musculista,152,14.1,7.4,0.1488,0.0155,0.085,
Deanza,O,5/17/18,Q5,Musculista,153,13.1,6.9,0.1038,0.002,0.057,
Deanza,O,5/17/18,Q5,Musculista,154,10.1,6,0.0321,0.0014,0.0277,Shell cracked
Deanza,O,5/17/18,Q5,Musculista,155,14.1,7,0.1009,-0.0044,0.0636,
Deanza,O,5/17/18,Q5,Musculista,156,12.3,6.5,0.0669,-0.0062,0.0521,
Deanza,O,5/17/18,Q5,Musculista,157,16.3,8.5,0.2306,0.0189,0.1471,
Deanza,O,5/17/18,Q5,Musculista,158,13.4,7,0.1038,0.002,0.0716,
Deanza,O,5/17/18,Q5,Musculista,159,11.2,5.9,0.0573,-0.0006,0.0254,Shell broken
Deanza,O,5/17/18,Q5,Musculista,160,12,6.5,0.0743,-0.003,0.0451,
Deanza,O,5/17/18,Q5,Musculista,161,13.2,7.3,0.1052,0.0039,0.0689,
Deanza,O,5/17/18,Q5,Musculista,162,10.9,6.1,0.0681,-0.0045,0.0377,
Deanza,O,5/17/18,Q5,Musculista,163,15.8,8.5,0.1854,0.0123,0.1086,
Deanza,O,5/17/18,Q5,Musculista,164,11.5,6.4,0.0643,-0.0021,0.0307,
Deanza,O,5/17/18,Q5,Musculista,165,13.9,7.4,0.1216,0.0038,0.0675,
Deanza,O,5/17/18,Q5,Musculista,166,14.9,8.3,0.1095,-1.1361,0.1062,No tissue
Deanza,O,5/17/18,Q5,Musculista,167,14.2,7.7,0.1281,0.01,0.0845,
Deanza,O,5/17/18,Q5,Musculista,168,11.1,5.9,0.0941,-0.0033,0.0551,
Deanza,O,5/17/18,Q5,Musculista,169,13,6.7,0.0789,0.0105,0.0535,
Deanza,O,5/17/18,Q5,Musculista,170,11.1,6.9,0.0624,0.0015,0.0491,
Deanza,O,5/17/18,Q5,Musculista,171,12.4,6.9,0.0844,0.0038,0.0565,
Deanza,O,5/17/18,Q5,Musculista,172,10.6,5.9,0.0522,0.0034,0.0364,
Deanza,O,5/17/18,Q5,Musculista,173,9.9,5.1,0.0408,0.0008,0.0326,
Deanza,O,5/17/18,Q5,Musculista,174,10.7,6.1,0.0494,-0.0002,0.0341,Shells detached while measuring length/width
Deanza,O,5/17/18,Q5,Musculista,175,12.7,7.5,0.1117,0.0067,0.0645,
Deanza,O,5/17/18,Q5,Musculista,176,10.7,6,0.0666,0.0045,0.0392,
Deanza,O,5/17/18,Q5,Musculista,177,11.9,6.4,0.0676,-0.0024,0.0393,
Deanza,O,5/17/18,Q5,Musculista,178,15.3,8.4,0.1518,0.0117,0.0993,
Deanza,O,5/17/18,Q5,Musculista,179,12.8,6.6,0.0942,0.0065,0.0594,
Deanza,O,5/17/18,Q5,Musculista,180,10.8,6,0.0549,0.004,0.04,
Deanza,O,5/17/18,Q5,Musculista,181,10.4,5.9,0.0469,-0.0016,0.0349,
Deanza,O,5/17/18,Q5,Musculista,182,12.6,6.9,0.0945,0.0065,0.0639,
Deanza,O,5/17/18,Q5,Musculista,183,13.9,7.3,0.1266,-0.0005,0.0754,
Deanza,O,5/17/18,Q5,Musculista,184,11.5,6.2,0.0743,0.0056,0.0536,
Deanza,O,5/17/18,Q5,Musculista,185,10.1,5.7,0.0383,-0.0088,0.0314,
Deanza,O,5/17/18,Q5,Musculista,186,12.8,7.1,0.0885,0.0082,0.0525,
Deanza,O,5/17/18,Q5,Musculista,187,8.7,5,0.0255,-0.0085,0.0228,
Deanza,O,5/17/18,Q5,Musculista,188,15.6,8.6,0.1599,0.0105,0.1034,
Deanza,O,5/17/18,Q5,Musculista,189,12.4,7,0.0995,0.0069,0.0656,
Deanza,O,5/17/18,Q1,O. lurida,9,40.3,31.8,4.6011,0.1785,3.4631,
Deanza,O,5/17/18,Q1,O. lurida,10,36.2,23.7,2.2761,0.122,1.6827,
Deanza,O,5/17/18,Q1,O. lurida,11,40.5,27.9,5.1213,0.1537,3.9021,
Deanza,O,5/17/18,Q1,O. lurida,12,32.3,34,3.9582,0.1755,2.8731,
Deanza,O,5/17/18,Q1,O. lurida,13,27.7,23.8,2.9284,0.1202,2.1547,
Deanza,O,5/17/18,Q1,O. lurida,14,33.4,24.5,2.5253,0.089,2.0081,
Deanza,O,5/17/18,Q1,O. lurida,15,23,32.3,2.7444,0.0962,2.1144,
Deanza,O,5/17/18,Q1,O. lurida,16,37,24.7,3.091,0.1702,2.3999,
Deanza,O,5/17/18,Q1,O. lurida,17,49.3,29.5,5.2248,0.0631,4.198,
Deanza,O,5/17/18,Q1,O. lurida,18,43.9,28.5,5.0203,0.0644,4.3078,
Deanza,O,5/17/18,Q1,O. lurida,19,36.4,17.4,1.6448,0.1156,1.0749,Shell shattered
Deanza,O,5/17/18,Q1,O. lurida,20,25.1,22.3,0.8036,0.0359,0.6119,
Deanza,O,5/17/18,Q1,O. lurida,21,27,18.2,0.6833,0.021,0.5526,Shell shattered
Deanza,O,5/17/18,Q3,O. lurida,22,30.5,28.2,2.6494,0.1064,1.9025,
Deanza,O,5/17/18,Q3,O. lurida,23,44.6,32,4.6983,0.2313,3.7637,
Deanza,O,5/17/18,Q3,O. lurida,24,28.3,22.9,1.838,0.1453,1.2738,Very brittle shell
Deanza,O,5/17/18,Q3,O. lurida,25,22.9,13.7,0.7509,0.046,0.5103,Missing part of shell
Deanza,O,5/17/18,Q3,O. lurida,26,41.7,26.4,5.2844,0.2884,3.829,
Deanza,O,5/17/18,Q2,O. lurida,27,46.5,26.6,4.7681,0.1398,3.6845,
Deanza,O,5/17/18,Q2,O. lurida,28,28.2,37.6,2.7502,0.1125,1.8627,
Deanza,O,5/17/18,Q2,O. lurida,29,51.4,28.7,6.8065,0.2051,5.0694,1 shell very brittle
Deanza,O,5/17/18,Q2,O. lurida,30,34.4,26.1,2.3483,0.1009,1.6298,
Deanza,O,5/17/18,Q2,O. lurida,31,25.6,20.8,1.0112,0.0514,0.7915,
Deanza,O,5/17/18,Q2,O. lurida,32,26.6,31.8,2.1147,0.0406,1.7633,
Deanza,O,5/17/18,Q2,O. lurida,33,38.2,21.3,2.8806,0.1028,2.1675,
Deanza,O,5/17/18,Q2,O. lurida,34,31.5,14,2.4568,0.0654,1.8899,
Deanza,O,5/17/18,Q2,O. lurida,35,38.2,23.4,2.8618,0.0351,2.5226,
Deanza,O,5/17/18,Q2,O. lurida,36,22.8,19.6,1.2197,0.0659,0.8488,Missing 1 shell
Deanza,O,5/17/18,Q5,O. lurida,42,22.2,12.5,0.2865,-0.0371,0.2213,Missing 1 shell
Deanza,O,5/17/18,Q5,O. lurida,43,21.1,14.2,0.5507,0.018,0.4064,Shattered shell
Deanza,O,5/17/18,Q5,O. lurida,44,17.5,10.7,0.1592,0.0077,0.1186,
Deanza,O,5/17/18,Q5,O. lurida,45,29.6,22.2,0,0.0786,0,Couldn't remove attached shell
Deanza,O,5/17/18,Q5,O. lurida,46,24.1,19.3,1.7403,0.0715,1.3528,
Deanza,O,5/17/18,Q5,O. lurida,47,29.6,21.1,2.2926,0.0752,1.8172,
Deanza,O,5/17/18,Q5,O. lurida,48,27.2,24.2,2.8395,0.1027,2.2709,
Deanza,O,5/17/18,Q5,O. lurida,49,26.2,19.5,1.3722,0.03,1.1247,
Deanza,O,5/17/18,Q5,O. lurida,50,26.9,21.2,2.2175,0.0573,1.7668,
Deanza,O,5/17/18,Q5,O. lurida,51,35.1,39.7,0,1.2759,5.2455,
Deanza,O,5/17/18,Q5,O. lurida,52,33.1,27.7,2.7048,0.1333,1.908,
Deanza,O,5/17/18,Q5,O. lurida,53,29.2,23.3,2.8361,0.0636,2.3368,
Deanza,O,5/17/18,Q5,O. lurida,54,28.3,23.7,1.6292,0.065,1.2275,
Deanza,O,5/17/18,Q5,O. lurida,55,36.4,27.2,5.376,0.1328,4.2727,
Deanza,O,5/17/18,Q7,O. lurida,56,34.1,19.3,2.2281,0.1019,1.1558,
Deanza,O,5/17/18,Q7,O. lurida,57,27.2,15.6,1.0163,0.0277,0.676,
Deanza,O,5/17/18,Q7,O. lurida,58,30.5,17.2,0.4334,0.0422,0.9028,
Deanza,O,5/17/18,Q7,O. lurida,59,29.8,17.5,1.5813,0.0511,0.9267,
Deanza,O,5/17/18,Q7,O. lurida,61,11.5,9.1,0.1274,0.0072,0.0669,
Deanza,O,5/17/18,Q7,O. lurida,62,11,8.8,0.1192,0.008,0.0637,
Deanza,O,5/17/18,Q7,O. lurida,63,7.4,6.3,0.049,0.0026,0.029,
Deanza,O,5/17/18,Q7,O. lurida,64,11,9.7,0.1413,0.0083,0.0713,
Deanza,O,5/17/18,Q7,O. lurida,65,11,9,0.1035,0.0052,0.0516,
Deanza,O,5/17/18,Q7,O. lurida,66,11.8,9.5,0.1136,0.0076,0.0624,
Deanza,O,5/17/18,Q7,O. lurida,67,12.1,10.6,0.2501,0.0139,0.1283,
Deanza,O,5/17/18,Q7,O. lurida,68,15.7,13.6,0.5418,0.0337,0.2428,
Deanza,O,5/17/18,Q7,O. lurida,69,16.5,13.6,0.543,0.0307,0.3018,
Deanza,O,5/17/18,Q7,O. lurida,70,17.7,9.2,0.3236,0.0131,0.1755,
Deanza,O,5/17/18,Q7,O. lurida,71,19.8,9.6,0.4258,0.0136,0.235,
Deanza,O,5/17/18,Q7,O. lurida,72,15.7,7.8,0.2338,0.0103,0.1218,
Deanza,O,5/17/18,Q7,O. lurida,73,16.4,8.4,0.2302,0.0089,0.1448,
Deanza,O,5/17/18,Q7,O. lurida,74,16.9,8.5,0.2384,0.0107,0.138,
Deanza,O,5/17/18,Q7,O. lurida,75,12,6.4,0.1019,0.0047,0.0615,
Deanza,O,5/17/18,Q7,O. lurida,76,12.1,6,0.1012,0.0047,0.0597,
Deanza,O,5/17/18,Q7,O. lurida,77,18.7,9.2,0.3068,0.0092,0.1737,
Deanza,O,5/17/18,Q7,O. lurida,78,15,8,0.2157,0.0101,0.1312,
Deanza,O,5/17/18,Q7,O. lurida,79,18.8,9.5,0.267,0.0062,0.159,
Deanza,O,5/17/18,Q7,O. lurida,80,19,9.3,0.427,0.0222,0.2396,
Deanza,O,5/17/18,Q7,O. lurida,81,16.6,8,0.2207,0.0075,0.1357,
Deanza,O,5/17/18,Q7,O. lurida,82,16.2,8.1,0.1947,0.0074,0.1172,
Deanza,O,5/17/18,Q7,O. lurida,83,16.1,8.5,0.2059,0.012,0.1114,
Deanza,O,5/17/18,Q7,O. lurida,84,21.8,10.4,0.5537,0.0273,0.2832,
Deanza,O,5/17/18,Q7,O. lurida,85,46.3,21.9,3.548,0.1345,2.5761,
Deanza,O,5/17/18,Q7,O. lurida,86,19.4,20.7,0,0.0331,3.5003,Couldn't remove from attached shell
Deanza,O,5/17/18,Q7,O. lurida,87,21.6,20.3,1.6967,0.0614,1.2873,
Deanza,O,5/17/18,Q7,O. lurida,88,15.8,13.5,0.421,0.3049,0.3974,
Deanza,O,5/17/18,Q7,O. lurida,89,25.9,22.1,1.6328,0.0712,1.2642,
Deanza,O,5/17/18,Q7,O. lurida,90,29.3,23.7,2.2257,0.0502,1.8118,
Deanza,O,5/17/18,Q7,O. lurida,91,23.8,15.7,0.768,0.0273,0.5368,
Deanza,O,5/17/18,Q7,O. lurida,92,29.2,26.9,2.6238,0.0963,2.0416,
Deanza,O,5/17/18,Q7,O. lurida,93,36.7,25.4,2.1113,0.0681,1.7293,
Deanza,O,5/17/18,Q7,O. lurida,94,37.6,23,4.0368,0.1444,2.9979,
Deanza,O,5/17/18,Q7,O. lurida,95,20.3,17.3,0.6932,0.0219,0.5594,
Deanza,O,5/17/18,Q7,O. lurida,96,20.4,17.7,0.867,0.026,0.722,
Deanza,O,5/17/18,Q7,O. lurida,97,31.5,21.6,2.2032,0.065,1.7012,
Deanza,O,5/17/18,Q7,O. lurida,98,34.1,29.7,4.4042,0.0681,3.7989,
Deanza,O,5/17/18,Q7,O. lurida,99,30.3,28,3.5125,0.0942,2.9157,
Deanza,O,5/17/18,Q7,O. lurida,100,37.1,21.9,3.3077,0.141,2.4414,
Deanza,O,5/17/18,Q7,O. lurida,101,38,25.1,2.1493,0.0794,1.579,
Deanza,O,5/17/18,Q7,O. lurida,102,35.3,19.5,2.161,0.0703,1.6685,
Deanza,O,5/17/18,Q7,O. lurida,103,25.1,19.2,1.5627,0.0641,1.193,
Deanza,O,5/17/18,Q7,Musculista,1,18.9,9.8,0.366,0.0192,0.1887,
Deanza,O,5/17/18,Q7,Musculista,2,17.7,9,0.3205,0.023,0.138,
Deanza,O,5/17/18,Q7,Musculista,3,13.5,7.4,0.1331,0.0093,0.074,
Deanza,O,5/17/18,Q7,Musculista,4,15.8,8.6,0.2708,0.0169,0.1338,
Deanza,O,5/17/18,Q7,Musculista,5,18.8,9.3,0.4249,0.0306,0.1869,
Deanza,O,5/17/18,Q7,Musculista,6,18,9.3,0.2544,0.0132,0.1386,
Deanza,O,5/17/18,Q7,Musculista,7,15.6,8.5,0.1005,-1.1264,0.0992,No tissue
Deanza,O,5/17/18,Q7,Musculista,8,15.5,8.7,0.2404,0.0138,0.1176,
Deanza,O,5/17/18,Q7,Musculista,9,14.5,8.1,0.1923,0.0128,0.0774,
Deanza,O,5/17/18,Q7,Musculista,10,21.8,11.5,0.6385,0.0364,0.2648,
Deanza,O,5/17/18,Q7,Musculista,11,14.4,7.7,0.1819,0.01,0.0928,
Deanza,O,5/17/18,Q7,Musculista,12,14.4,7.7,0.1608,0.0117,0.0894,
Deanza,O,5/17/18,Q7,Musculista,13,12.5,6.7,0.1073,0.0084,0.0585,
Deanza,O,5/17/18,Q7,Musculista,14,18.1,9.4,0.3507,0.0144,0.1811,
Deanza,O,5/17/18,Q7,Musculista,15,11.7,6.4,0.0835,0.0016,0.0559,
Deanza,O,5/17/18,Q7,Musculista,16,15.8,8.1,0.1922,0.0133,0.0994,
Deanza,O,5/17/18,Q7,Musculista,17,15.1,7.9,0.1756,0.013,0.0873,
Deanza,O,5/17/18,Q7,Musculista,18,14.9,8.1,0.1899,0.0134,0.1132,
Deanza,O,5/17/18,Q7,Musculista,19,10,5.8,0.057,0.004,0.0367,
Deanza,O,5/17/18,Q7,Musculista,20,11.6,6.3,0.0777,0.0029,0.048,
Deanza,O,5/17/18,Q7,Musculista,21,14.9,8.2,0.1941,0.0115,0.1111,
Deanza,O,5/17/18,Q7,Musculista,22,14.8,8.5,0.2413,0.0141,0.1112,
Deanza,O,5/17/18,Q7,Musculista,23,15.5,8.3,0.185,0.013,0.0969,
Deanza,O,5/17/18,Q7,Musculista,24,11.3,6.2,0.0615,0.0037,0.036,
